loan_identifier,debt_to_income_dti,borrower_credit_scoreat_origination
4.42E+11,17,798
4.42E+11,7,759
4.43E+11,7,756
4.43E+11,14,794
4.43E+11,14,766
4.43E+11,10,800
4.43E+11,12,810
4.43E+11,18,775
4.44E+11,20,778
4.44E+11,12,816
4.44E+11,16,807
4.44E+11,11,750
4.44E+11,14,797
4.45E+11,20,763
4.45E+11,20,770
4.45E+11,19,779
4.45E+11,20,808
4.45E+11,3,776
4.45E+11,15,793
4.45E+11,15,790
4.45E+11,20,784
4.45E+11,13,791
4.45E+11,16,782
4.46E+11,20,760
4.46E+11,20,773
4.46E+11,14,788
4.46E+11,19,788
4.46E+11,12,800
4.46E+11,18,766
4.46E+11,10,797
4.46E+11,11,802
4.47E+11,16,780
4.47E+11,19,792
4.47E+11,17,823
4.47E+11,10,789
4.48E+11,17,810
4.48E+11,15,805
4.48E+11,17,785
4.48E+11,18,812
4.48E+11,4,813
4.48E+11,20,790
4.48E+11,18,776
4.48E+11,16,801
4.48E+11,14,779
4.48E+11,15,802
4.49E+11,11,763
4.49E+11,13,779
4.49E+11,20,771
4.49E+11,15,797
4.49E+11,17,800
4.49E+11,20,803
4.49E+11,17,802
4.50E+11,16,759
4.50E+11,16,795
4.50E+11,17,784
4.50E+11,19,752
4.50E+11,18,794
4.50E+11,11,784
4.50E+11,13,790
4.50E+11,17,804
4.50E+11,15,798
4.50E+11,17,791
4.50E+11,20,765
4.51E+11,20,790
4.51E+11,14,757
4.51E+11,18,756
4.52E+11,18,794
4.52E+11,12,765
4.52E+11,17,814
4.52E+11,20,797
4.52E+11,17,751
4.52E+11,12,794
4.52E+11,19,806
4.52E+11,17,797
4.52E+11,16,798
4.52E+11,13,772
4.53E+11,9,790
4.53E+11,17,813
4.53E+11,16,813
4.53E+11,19,784
4.53E+11,19,753
4.54E+11,13,792
4.54E+11,15,777
4.54E+11,18,775
4.54E+11,14,810
4.54E+11,11,779
4.54E+11,17,779
4.54E+11,18,782
4.54E+11,18,751
4.54E+11,17,776
4.55E+11,14,761
4.55E+11,11,816
4.55E+11,2,777
4.55E+11,11,806
4.56E+11,11,783
4.56E+11,17,752
4.56E+11,15,758
4.56E+11,19,753
4.56E+11,19,752
4.56E+11,10,788
4.56E+11,12,758
4.57E+11,17,795
4.57E+11,8,798
4.57E+11,14,808
4.57E+11,13,773
4.57E+11,18,750
4.57E+11,19,791
4.58E+11,11,803
4.58E+11,20,782
4.58E+11,14,759
4.58E+11,16,785
4.58E+11,19,781
4.58E+11,20,759
4.59E+11,20,816
4.59E+11,19,802
4.59E+11,19,794
4.59E+11,16,761
4.59E+11,9,802
4.59E+11,9,806
4.59E+11,14,817
4.60E+11,11,757
4.60E+11,12,797
4.60E+11,10,813
4.60E+11,18,784
4.60E+11,9,804
4.60E+11,17,798
4.60E+11,18,770
4.61E+11,17,783
4.61E+11,11,807
4.61E+11,19,768
4.61E+11,16,778
4.61E+11,19,789
4.61E+11,13,809
4.61E+11,19,808
4.61E+11,14,797
4.61E+11,11,806
4.62E+11,12,757
4.62E+11,7,767
4.62E+11,9,753
4.62E+11,15,769
4.62E+11,15,814
4.63E+11,20,800
4.63E+11,19,791
4.63E+11,17,798
4.63E+11,13,798
4.63E+11,12,803
4.63E+11,20,811
4.64E+11,17,812
4.64E+11,17,771
4.64E+11,16,818
4.64E+11,8,763
4.64E+11,14,813
4.64E+11,17,771
4.64E+11,18,785
4.65E+11,18,797
4.66E+11,18,790
4.66E+11,10,788
4.67E+11,10,797
4.67E+11,18,777
4.67E+11,18,795
4.67E+11,8,796
4.68E+11,13,795
4.68E+11,18,793
4.68E+11,19,797
4.70E+11,6,765
4.70E+11,11,811
4.70E+11,17,797
4.70E+11,12,796
4.70E+11,11,785
4.70E+11,12,811
4.70E+11,20,791
4.70E+11,8,800
4.71E+11,19,796
4.71E+11,20,785
4.71E+11,16,784
4.71E+11,12,790
4.71E+11,19,778
4.71E+11,12,754
4.72E+11,13,784
4.72E+11,18,802
4.72E+11,14,751
4.72E+11,17,809
4.72E+11,17,767
4.72E+11,17,766
4.72E+11,17,773
4.72E+11,18,796
4.73E+11,20,786
4.73E+11,15,787
4.73E+11,13,820
4.73E+11,19,763
4.73E+11,20,780
4.73E+11,8,810
4.73E+11,20,787
4.73E+11,18,784
4.73E+11,17,761
4.73E+11,20,767
4.74E+11,14,802
4.74E+11,17,766
4.74E+11,7,797
4.74E+11,18,790
4.74E+11,16,804
4.75E+11,14,812
4.75E+11,18,813
4.75E+11,18,790
4.75E+11,19,792
4.75E+11,11,798
4.75E+11,19,788
4.75E+11,19,751
4.75E+11,20,795
4.76E+11,20,759
4.76E+11,8,789
4.76E+11,12,797
4.76E+11,20,757
4.76E+11,18,793
4.77E+11,16,802
4.77E+11,20,805
4.77E+11,15,779
4.77E+11,16,796
4.77E+11,18,781
4.77E+11,10,792
4.78E+11,18,781
4.78E+11,20,757
4.78E+11,16,762
4.79E+11,20,777
4.79E+11,11,756
4.79E+11,12,770
4.79E+11,14,774
4.79E+11,17,801
4.80E+11,10,796
4.80E+11,11,779
4.80E+11,5,778
4.80E+11,15,781
4.80E+11,12,789
4.80E+11,12,817
4.80E+11,18,806
4.80E+11,19,791
4.80E+11,17,789
4.81E+11,19,804
4.81E+11,19,788
4.81E+11,6,767
4.81E+11,15,792
4.81E+11,10,776
4.81E+11,14,792
4.82E+11,13,796
4.82E+11,17,756
4.82E+11,18,807
4.82E+11,20,798
4.82E+11,14,765
4.82E+11,18,793
4.82E+11,19,814
4.82E+11,12,795
4.83E+11,10,795
4.83E+11,19,750
4.83E+11,18,791
4.83E+11,15,783
4.83E+11,17,756
4.83E+11,17,794
4.83E+11,14,813
4.83E+11,10,768
4.83E+11,18,790
4.83E+11,20,767
4.84E+11,18,787
4.84E+11,12,781
4.84E+11,20,811
4.84E+11,17,772
4.84E+11,17,779
4.84E+11,7,798
4.84E+11,12,805
4.84E+11,5,755
4.85E+11,15,814
4.85E+11,11,756
4.85E+11,16,759
4.85E+11,2,805
4.85E+11,19,792
4.85E+11,14,757
4.86E+11,18,785
4.86E+11,16,786
4.86E+11,13,783
4.86E+11,17,799
4.86E+11,14,781
4.86E+11,3,805
4.86E+11,10,798
4.87E+11,16,816
4.87E+11,10,778
4.87E+11,18,799
4.87E+11,17,814
4.87E+11,14,774
4.87E+11,16,807
4.87E+11,18,802
4.88E+11,16,752
4.88E+11,20,752
4.88E+11,14,790
4.88E+11,20,783
4.88E+11,20,774
4.88E+11,12,793
4.88E+11,14,773
4.88E+11,19,779
4.89E+11,15,809
4.89E+11,10,762
4.89E+11,19,796
4.89E+11,19,770
4.89E+11,7,804
4.89E+11,18,797
4.89E+11,20,779
4.89E+11,10,793
4.89E+11,5,798
4.90E+11,18,792
4.90E+11,16,794
4.90E+11,20,784
4.90E+11,19,764
4.90E+11,17,794
4.90E+11,19,787
4.90E+11,20,772
4.90E+11,18,788
4.90E+11,10,784
4.90E+11,9,767
4.90E+11,17,751
4.90E+11,15,801
4.90E+11,12,806
4.90E+11,15,794
4.90E+11,5,816
4.91E+11,13,757
4.91E+11,20,802
4.91E+11,3,752
4.91E+11,17,782
4.91E+11,19,784
4.91E+11,7,769
4.91E+11,15,781
4.91E+11,19,778
4.91E+11,18,802
4.91E+11,18,773
4.92E+11,14,754
4.92E+11,18,776
4.92E+11,19,763
4.92E+11,14,773
4.92E+11,17,750
4.92E+11,10,804
4.92E+11,16,801
4.92E+11,19,751
4.93E+11,13,756
4.93E+11,11,797
4.93E+11,14,776
4.93E+11,15,763
4.93E+11,20,768
4.93E+11,8,769
4.93E+11,20,788
4.93E+11,17,755
4.94E+11,16,799
4.94E+11,8,785
4.95E+11,13,795
4.95E+11,16,765
4.95E+11,14,804
4.95E+11,17,789
4.95E+11,18,754
4.95E+11,20,797
4.96E+11,16,754
4.96E+11,17,784
4.96E+11,16,816
4.96E+11,15,786
4.96E+11,19,785
4.97E+11,19,818
4.97E+11,14,801
4.97E+11,15,752
4.97E+11,11,795
4.97E+11,20,761
4.97E+11,18,779
4.98E+11,19,794
4.98E+11,19,763
4.98E+11,18,805
4.98E+11,15,781
4.98E+11,18,777
4.99E+11,16,782
4.99E+11,11,768
4.99E+11,16,759
4.99E+11,15,795
4.99E+11,19,804
4.99E+11,6,792
5.00E+11,15,771
5.00E+11,18,754
5.00E+11,20,775
5.00E+11,15,797
5.00E+11,18,793
5.00E+11,20,795
5.00E+11,12,815
5.00E+11,18,786
5.01E+11,18,757
5.01E+11,4,773
5.01E+11,15,760
5.01E+11,10,806
5.01E+11,13,814
5.01E+11,17,770
5.01E+11,6,788
5.02E+11,18,769
5.02E+11,18,790
5.02E+11,11,811
5.02E+11,18,786
5.02E+11,6,790
5.02E+11,14,811
5.02E+11,6,759
5.03E+11,18,792
5.03E+11,11,806
5.03E+11,6,780
5.03E+11,18,801
5.04E+11,14,817
5.04E+11,11,776
5.04E+11,19,804
5.04E+11,14,793
5.04E+11,16,800
5.04E+11,13,801
5.04E+11,14,779
5.04E+11,15,787
5.04E+11,18,782
5.04E+11,18,757
5.04E+11,14,781
5.05E+11,8,796
5.05E+11,8,786
5.05E+11,19,797
5.05E+11,17,753
5.05E+11,5,780
5.05E+11,20,753
5.05E+11,15,810
5.05E+11,14,801
5.05E+11,11,814
5.05E+11,18,793
5.05E+11,12,804
5.06E+11,12,752
5.06E+11,19,758
5.06E+11,17,805
5.06E+11,17,787
5.07E+11,11,786
5.07E+11,20,772
5.07E+11,14,802
5.07E+11,20,791
5.07E+11,16,788
5.07E+11,20,762
5.07E+11,14,776
5.07E+11,15,783
5.07E+11,16,767
5.08E+11,15,765
5.08E+11,20,785
5.08E+11,11,797
5.08E+11,8,809
5.08E+11,10,808
5.08E+11,20,811
5.08E+11,15,782
5.09E+11,16,783
5.09E+11,20,781
5.09E+11,14,812
5.09E+11,15,810
5.09E+11,11,776
5.09E+11,20,802
5.09E+11,19,759
5.10E+11,18,767
5.10E+11,18,813
5.10E+11,20,786
5.10E+11,9,761
5.10E+11,11,763
5.10E+11,15,801
5.10E+11,15,785
5.10E+11,11,785
5.10E+11,11,817
5.10E+11,15,788
5.11E+11,19,764
5.11E+11,19,810
5.11E+11,17,798
5.11E+11,19,792
5.11E+11,7,801
5.12E+11,15,783
5.12E+11,8,789
5.12E+11,18,813
5.12E+11,17,777
5.12E+11,13,781
5.12E+11,15,786
5.13E+11,15,801
5.13E+11,19,802
5.13E+11,18,795
5.13E+11,17,788
5.13E+11,15,751
5.13E+11,15,790
5.13E+11,7,751
5.14E+11,17,815
5.14E+11,15,773
5.14E+11,18,767
5.14E+11,18,780
5.14E+11,16,757
5.14E+11,17,774
5.14E+11,16,771
5.14E+11,15,786
5.15E+11,19,767
5.15E+11,16,773
5.15E+11,18,813
5.15E+11,3,783
5.15E+11,16,791
5.15E+11,10,792
5.15E+11,18,760
5.15E+11,12,776
5.15E+11,10,802
5.16E+11,17,780
5.16E+11,17,779
5.16E+11,13,794
5.16E+11,5,762
5.16E+11,16,803
5.16E+11,18,775
5.16E+11,14,783
5.16E+11,20,814
5.16E+11,8,770
5.16E+11,15,807
5.16E+11,16,786
5.16E+11,16,771
5.17E+11,19,806
5.17E+11,17,769
5.17E+11,20,755
5.17E+11,12,777
5.17E+11,12,789
5.17E+11,18,787
5.17E+11,12,810
5.17E+11,18,759
5.18E+11,20,777
5.18E+11,9,791
5.18E+11,7,759
5.18E+11,17,770
5.18E+11,12,767
5.18E+11,9,781
5.18E+11,11,805
5.18E+11,16,780
5.18E+11,17,794
5.18E+11,8,783
5.19E+11,15,804
5.19E+11,14,795
5.19E+11,15,790
5.19E+11,10,813
5.19E+11,17,803
5.19E+11,20,750
5.20E+11,20,790
5.20E+11,19,807
5.20E+11,16,791
5.20E+11,11,800
5.20E+11,20,794
5.20E+11,16,783
5.20E+11,18,761
5.21E+11,10,750
5.21E+11,15,759
5.21E+11,18,775
5.21E+11,10,791
5.21E+11,15,797
5.21E+11,16,786
5.21E+11,19,803
5.21E+11,17,809
5.21E+11,20,804
5.22E+11,15,756
5.22E+11,18,798
5.22E+11,9,795
5.22E+11,19,785
5.22E+11,9,807
5.22E+11,18,798
5.22E+11,12,777
5.22E+11,14,798
5.22E+11,17,772
5.23E+11,20,789
5.23E+11,14,809
5.23E+11,19,802
5.23E+11,14,800
5.23E+11,17,781
5.23E+11,15,780
5.24E+11,20,776
5.24E+11,19,805
5.24E+11,14,817
5.24E+11,5,817
5.24E+11,19,774
5.24E+11,18,790
5.24E+11,19,768
5.25E+11,15,783
5.25E+11,14,781
5.25E+11,7,799
5.25E+11,17,790
5.26E+11,11,809
5.26E+11,11,790
5.26E+11,18,755
5.26E+11,19,785
5.27E+11,18,759
5.27E+11,11,755
5.27E+11,9,775
5.27E+11,19,793
5.27E+11,13,813
5.27E+11,20,752
5.28E+11,14,808
5.28E+11,6,805
5.28E+11,20,779
5.29E+11,16,760
5.29E+11,19,761
5.29E+11,16,772
5.29E+11,17,766
5.29E+11,9,787
5.30E+11,16,755
5.30E+11,14,790
5.30E+11,18,806
5.30E+11,17,786
5.30E+11,16,796
5.30E+11,9,807
5.30E+11,17,785
5.31E+11,13,813
5.31E+11,17,811
5.31E+11,5,763
5.31E+11,13,812
5.31E+11,8,783
5.32E+11,11,809
5.32E+11,18,789
5.32E+11,20,802
5.33E+11,15,786
5.33E+11,18,799
5.33E+11,6,782
5.33E+11,19,802
5.33E+11,13,811
5.33E+11,13,772
5.33E+11,7,768
5.33E+11,9,793
5.34E+11,13,786
5.34E+11,9,800
5.34E+11,5,783
5.34E+11,17,762
5.34E+11,13,781
5.34E+11,17,770
5.34E+11,17,757
5.34E+11,7,772
5.34E+11,14,817
5.35E+11,16,810
5.35E+11,14,775
5.35E+11,19,790
5.35E+11,13,773
5.35E+11,18,793
5.35E+11,13,816
5.36E+11,12,802
5.36E+11,17,794
5.36E+11,13,768
5.36E+11,20,793
5.36E+11,10,807
5.36E+11,14,783
5.36E+11,12,771
5.37E+11,19,763
5.37E+11,7,804
5.37E+11,18,804
5.37E+11,18,810
5.37E+11,7,784
5.38E+11,17,755
5.38E+11,14,783
5.38E+11,16,788
5.38E+11,15,795
5.38E+11,16,797
5.38E+11,20,796
5.39E+11,19,787
5.39E+11,14,754
5.39E+11,16,814
5.39E+11,15,777
5.39E+11,15,810
5.39E+11,13,783
5.39E+11,8,777
5.40E+11,18,791
5.40E+11,7,786
5.40E+11,17,784
5.40E+11,13,817
5.40E+11,18,779
5.40E+11,20,800
5.41E+11,18,805
5.41E+11,18,755
5.41E+11,14,763
5.41E+11,18,781
5.41E+11,12,788
5.41E+11,20,802
5.41E+11,17,752
5.41E+11,9,782
5.41E+11,20,816
5.41E+11,13,765
5.41E+11,16,814
5.41E+11,20,789
5.42E+11,18,784
5.42E+11,19,803
5.42E+11,15,813
5.42E+11,19,784
5.42E+11,10,787
5.42E+11,20,780
5.42E+11,12,789
5.42E+11,10,760
5.42E+11,15,781
5.42E+11,17,772
5.42E+11,17,809
5.43E+11,18,785
5.43E+11,12,812
5.43E+11,10,775
5.43E+11,14,776
5.43E+11,11,774
5.44E+11,13,787
5.44E+11,20,796
5.44E+11,12,758
5.44E+11,15,819
5.44E+11,18,782
5.45E+11,16,778
5.45E+11,14,753
5.45E+11,17,787
5.45E+11,17,760
5.45E+11,11,797
5.45E+11,19,789
5.46E+11,7,810
5.46E+11,17,797
5.46E+11,17,795
5.46E+11,11,753
5.47E+11,12,770
5.47E+11,20,802
5.47E+11,12,799
5.47E+11,20,789
5.47E+11,18,805
5.47E+11,19,765
5.47E+11,15,790
5.47E+11,18,813
5.48E+11,9,777
5.48E+11,15,806
5.48E+11,12,754
5.48E+11,11,805
5.48E+11,20,778
5.48E+11,11,802
5.48E+11,18,779
5.48E+11,13,809
5.48E+11,5,811
5.48E+11,15,795
5.48E+11,20,793
5.49E+11,19,820
5.49E+11,16,806
5.49E+11,18,786
5.49E+11,17,790
5.49E+11,14,786
5.49E+11,18,791
5.49E+11,19,773
5.50E+11,13,793
5.50E+11,8,776
5.50E+11,13,814
5.50E+11,7,757
5.50E+11,7,776
5.50E+11,18,792
5.50E+11,18,757
5.50E+11,16,809
5.51E+11,19,797
5.51E+11,17,760
5.51E+11,8,782
5.51E+11,10,804
5.51E+11,16,762
5.51E+11,14,802
5.51E+11,20,813
5.51E+11,18,767
5.51E+11,17,758
5.51E+11,18,827
5.51E+11,14,754
5.51E+11,13,775
5.52E+11,18,817
5.52E+11,14,790
5.52E+11,15,799
5.52E+11,18,809
5.52E+11,14,783
5.53E+11,13,779
5.53E+11,15,795
5.53E+11,8,763
5.53E+11,13,790
5.53E+11,12,799
5.53E+11,15,788
5.54E+11,18,816
5.54E+11,20,810
5.54E+11,14,793
5.54E+11,14,787
5.54E+11,17,799
5.54E+11,17,805
5.55E+11,18,788
5.55E+11,18,810
5.55E+11,17,763
5.55E+11,17,751
5.55E+11,16,794
5.55E+11,18,783
5.55E+11,16,790
5.56E+11,16,765
5.56E+11,16,787
5.56E+11,16,778
5.56E+11,19,817
5.56E+11,19,771
5.56E+11,15,775
5.56E+11,14,756
5.56E+11,11,806
5.56E+11,19,760
5.57E+11,14,801
5.57E+11,18,768
5.57E+11,14,772
5.57E+11,16,813
5.57E+11,16,799
5.58E+11,18,752
5.58E+11,17,808
5.58E+11,16,780
5.58E+11,19,802
5.59E+11,20,802
5.59E+11,13,787
5.59E+11,18,774
5.60E+11,14,816
5.60E+11,15,751
5.60E+11,17,787
5.60E+11,16,802
5.61E+11,9,813
5.61E+11,19,776
5.61E+11,16,779
5.61E+11,14,809
5.61E+11,18,779
5.61E+11,16,763
5.61E+11,20,751
5.61E+11,7,774
5.62E+11,15,781
5.62E+11,11,813
5.62E+11,20,797
5.62E+11,13,793
5.62E+11,14,808
5.62E+11,16,776
5.62E+11,14,774
5.62E+11,2,768
5.62E+11,13,791
5.62E+11,17,773
5.62E+11,15,757
5.63E+11,14,808
5.63E+11,9,804
5.63E+11,16,809
5.63E+11,17,773
5.64E+11,17,794
5.64E+11,20,791
5.64E+11,15,781
5.64E+11,19,790
5.64E+11,3,806
5.64E+11,17,789
5.64E+11,18,796
5.65E+11,19,778
5.65E+11,9,808
5.65E+11,16,802
5.65E+11,17,781
5.65E+11,15,799
5.65E+11,18,759
5.65E+11,10,810
5.65E+11,16,775
5.65E+11,10,789
5.66E+11,16,792
5.66E+11,10,801
5.66E+11,19,804
5.66E+11,18,797
5.66E+11,19,790
5.66E+11,3,780
5.66E+11,19,760
5.66E+11,18,805
5.66E+11,17,816
5.66E+11,12,800
5.66E+11,20,816
5.67E+11,19,755
5.67E+11,16,788
5.67E+11,12,772
5.67E+11,18,780
5.68E+11,15,785
5.68E+11,16,778
5.68E+11,11,793
5.68E+11,20,797
5.68E+11,19,804
5.68E+11,20,777
5.68E+11,13,760
5.69E+11,13,794
5.69E+11,12,801
5.69E+11,16,784
5.69E+11,20,783
5.69E+11,15,781
5.69E+11,9,785
5.69E+11,17,781
5.70E+11,19,806
5.70E+11,19,799
5.70E+11,16,795
5.70E+11,16,760
5.70E+11,18,817
5.70E+11,14,758
5.70E+11,14,779
5.70E+11,14,762
5.71E+11,9,796
5.71E+11,16,796
5.71E+11,20,822
5.71E+11,16,787
5.71E+11,18,793
5.71E+11,20,762
5.72E+11,20,806
5.72E+11,13,763
5.72E+11,18,783
5.72E+11,14,796
5.72E+11,12,806
5.72E+11,20,787
5.72E+11,20,800
5.72E+11,20,783
5.73E+11,15,777
5.73E+11,16,764
5.73E+11,19,791
5.73E+11,16,776
5.73E+11,12,784
5.73E+11,17,799
5.73E+11,19,754
5.73E+11,13,791
5.74E+11,7,763
5.74E+11,13,779
5.74E+11,13,774
5.74E+11,12,817
5.74E+11,17,807
5.74E+11,14,809
5.75E+11,19,764
5.75E+11,14,837
5.75E+11,20,761
5.75E+11,20,765
5.75E+11,20,776
5.75E+11,19,803
5.75E+11,18,797
5.75E+11,13,779
5.75E+11,13,808
5.75E+11,6,787
5.76E+11,18,755
5.76E+11,14,788
5.76E+11,20,814
5.76E+11,19,766
5.76E+11,19,810
5.76E+11,19,765
5.77E+11,18,778
5.77E+11,8,790
5.77E+11,14,771
5.77E+11,17,780
5.77E+11,15,809
5.77E+11,20,783
5.77E+11,15,756
5.77E+11,5,777
5.77E+11,6,794
5.77E+11,18,792
5.78E+11,20,762
5.78E+11,11,791
5.78E+11,20,805
5.78E+11,18,750
5.78E+11,16,764
5.78E+11,14,805
5.78E+11,14,785
5.78E+11,17,800
5.79E+11,14,806
5.79E+11,13,762
5.79E+11,20,803
5.79E+11,7,778
5.79E+11,12,777
5.79E+11,19,793
5.79E+11,13,799
5.79E+11,11,789
5.79E+11,14,813
5.79E+11,20,808
5.79E+11,20,809
5.80E+11,17,774
5.80E+11,16,761
5.80E+11,15,796
5.80E+11,7,790
5.80E+11,15,793
5.80E+11,12,802
5.80E+11,12,766
5.80E+11,13,765
5.80E+11,13,797
5.80E+11,18,821
5.80E+11,12,776
5.80E+11,4,790
5.80E+11,17,761
5.81E+11,19,811
5.81E+11,18,774
5.81E+11,13,802
5.81E+11,16,750
5.82E+11,19,763
5.82E+11,6,760
5.82E+11,10,752
5.82E+11,13,757
5.82E+11,19,809
5.82E+11,14,815
5.83E+11,16,764
5.83E+11,20,755
5.83E+11,17,808
5.83E+11,13,805
5.83E+11,10,765
5.83E+11,8,755
5.83E+11,20,796
5.84E+11,11,796
5.84E+11,20,757
5.84E+11,10,800
5.84E+11,17,791
5.85E+11,14,762
5.85E+11,20,762
5.85E+11,20,763
5.85E+11,15,779
5.85E+11,17,777
5.85E+11,20,800
5.86E+11,16,763
5.86E+11,20,788
5.86E+11,9,774
5.86E+11,18,800
5.86E+11,17,771
5.86E+11,15,799
5.86E+11,19,792
5.86E+11,17,789
5.87E+11,19,794
5.87E+11,20,769
5.87E+11,16,781
5.87E+11,11,763
5.88E+11,17,783
5.88E+11,20,778
5.88E+11,16,787
5.88E+11,18,795
5.89E+11,18,795
5.89E+11,15,787
5.90E+11,9,769
5.90E+11,15,812
5.90E+11,13,802
5.90E+11,15,785
5.90E+11,16,790
5.90E+11,20,757
5.90E+11,9,788
5.90E+11,14,784
5.90E+11,18,762
5.91E+11,19,813
5.91E+11,20,780
5.91E+11,12,789
5.92E+11,14,799
5.92E+11,4,804
5.92E+11,17,788
5.93E+11,14,801
5.93E+11,20,815
5.93E+11,19,809
5.93E+11,7,806
5.93E+11,13,782
5.93E+11,19,799
5.94E+11,9,804
5.94E+11,18,760
5.94E+11,10,813
5.94E+11,20,768
5.94E+11,20,768
5.94E+11,18,758
5.94E+11,15,785
5.94E+11,19,810
5.94E+11,17,776
5.94E+11,12,782
5.94E+11,10,777
5.95E+11,17,814
5.95E+11,12,796
5.95E+11,18,778
5.95E+11,17,795
5.95E+11,16,765
5.95E+11,12,763
5.95E+11,6,754
5.95E+11,19,773
5.95E+11,14,754
5.95E+11,19,771
5.96E+11,19,799
5.96E+11,13,783
5.96E+11,20,810
5.96E+11,15,798
5.97E+11,14,788
5.97E+11,19,762
5.97E+11,19,796
5.97E+11,18,778
5.97E+11,19,764
5.97E+11,20,762
5.97E+11,18,786
5.97E+11,17,813
5.97E+11,11,785
5.97E+11,17,755
5.97E+11,12,752
5.98E+11,19,807
5.98E+11,16,775
5.98E+11,20,772
5.98E+11,16,771
5.98E+11,17,807
5.98E+11,17,802
5.98E+11,20,763
5.98E+11,5,789
5.98E+11,20,792
5.98E+11,17,770
5.98E+11,14,776
5.98E+11,16,794
5.99E+11,16,796
5.99E+11,15,787
5.99E+11,19,757
5.99E+11,12,801
5.99E+11,15,775
5.99E+11,17,773
5.99E+11,13,791
5.99E+11,12,798
5.99E+11,16,766
6.00E+11,19,773
6.00E+11,18,809
6.01E+11,16,796
6.01E+11,13,761
6.01E+11,8,756
6.01E+11,9,792
6.01E+11,16,758
6.01E+11,13,776
6.01E+11,6,812
6.01E+11,19,778
6.02E+11,19,795
6.02E+11,18,768
6.02E+11,4,766
6.02E+11,5,788
6.02E+11,18,793
6.02E+11,18,791
6.02E+11,15,790
6.02E+11,3,804
6.02E+11,11,807
6.03E+11,17,751
6.03E+11,15,802
6.03E+11,16,795
6.03E+11,16,791
6.03E+11,15,766
6.04E+11,20,800
6.04E+11,10,766
6.04E+11,8,773
6.04E+11,15,792
6.04E+11,10,796
6.04E+11,14,803
6.05E+11,9,817
6.05E+11,15,790
6.05E+11,18,796
6.06E+11,14,783
6.06E+11,20,771
6.06E+11,15,795
6.06E+11,19,802
6.06E+11,20,780
6.06E+11,13,791
6.06E+11,16,803
6.06E+11,15,794
6.06E+11,20,785
6.07E+11,12,807
6.07E+11,11,760
6.07E+11,18,775
6.07E+11,18,797
6.08E+11,11,840
6.08E+11,16,773
6.08E+11,7,778
6.08E+11,16,787
6.08E+11,20,805
6.08E+11,8,803
6.08E+11,9,757
6.08E+11,19,754
6.08E+11,14,800
6.08E+11,15,801
6.09E+11,13,776
6.09E+11,19,755
6.09E+11,19,797
6.09E+11,12,813
6.09E+11,16,795
6.09E+11,17,774
6.09E+11,20,808
6.09E+11,19,771
6.09E+11,12,803
6.10E+11,14,757
6.10E+11,17,806
6.10E+11,16,798
6.10E+11,6,760
6.10E+11,11,760
6.10E+11,18,799
6.10E+11,11,813
6.11E+11,16,774
6.11E+11,19,785
6.11E+11,15,808
6.11E+11,18,784
6.11E+11,7,763
6.11E+11,20,782
6.11E+11,13,790
6.12E+11,11,805
6.12E+11,19,800
6.12E+11,11,794
6.12E+11,15,798
6.12E+11,13,767
6.12E+11,20,805
6.12E+11,14,807
6.12E+11,9,773
6.13E+11,18,756
6.13E+11,18,796
6.13E+11,7,787
6.13E+11,12,760
6.13E+11,17,769
6.13E+11,20,777
6.13E+11,12,794
6.13E+11,20,810
6.13E+11,20,804
6.13E+11,16,811
6.13E+11,13,751
6.14E+11,16,800
6.14E+11,13,793
6.14E+11,18,813
6.14E+11,13,804
6.14E+11,8,806
6.14E+11,15,770
6.14E+11,17,761
6.15E+11,20,780
6.15E+11,20,783
6.15E+11,19,763
6.15E+11,14,765
6.15E+11,4,755
6.16E+11,14,801
6.16E+11,17,787
6.16E+11,16,811
6.16E+11,11,776
6.16E+11,14,804
6.17E+11,14,782
6.17E+11,18,796
6.17E+11,14,813
6.17E+11,11,816
6.17E+11,17,793
6.17E+11,8,806
6.18E+11,14,803
6.18E+11,13,780
6.18E+11,11,752
6.18E+11,9,781
6.18E+11,20,780
6.18E+11,10,791
6.18E+11,15,791
6.18E+11,9,803
6.19E+11,11,803
6.19E+11,19,803
6.19E+11,15,793
6.19E+11,17,773
6.19E+11,8,801
6.20E+11,12,757
6.20E+11,18,794
6.20E+11,20,791
6.20E+11,18,796
6.20E+11,11,781
6.20E+11,19,782
6.20E+11,19,769
6.21E+11,18,753
6.21E+11,10,795
6.21E+11,8,785
6.21E+11,18,793
6.21E+11,17,757
6.21E+11,11,778
6.21E+11,19,786
6.21E+11,19,751
6.21E+11,18,770
6.21E+11,17,795
6.22E+11,11,807
6.22E+11,11,756
6.22E+11,14,788
6.22E+11,20,762
6.22E+11,14,787
6.22E+11,17,801
6.23E+11,16,763
6.23E+11,6,807
6.23E+11,7,788
6.23E+11,20,766
6.23E+11,20,806
6.24E+11,15,781
6.24E+11,20,788
6.24E+11,17,779
6.24E+11,10,765
6.24E+11,20,788
6.25E+11,18,798
6.25E+11,7,752
6.25E+11,19,759
6.25E+11,9,813
6.25E+11,15,769
6.25E+11,18,792
6.25E+11,14,753
6.25E+11,6,773
6.25E+11,15,806
6.25E+11,20,794
6.25E+11,16,756
6.25E+11,14,781
6.26E+11,16,813
6.26E+11,7,793
6.26E+11,20,760
6.26E+11,17,786
6.26E+11,14,759
